"","X","runnum","n","spreadern","ntype","ptrustavg","passlimit","accpthres","itrustavg","stepsn","fininitval","X","agents.n","links.n","spreaders.avglinks","ambiv.n","ambiv.avglinks","ambiv.cluster.coeff","ambiv.betweenness","ambiv.eigencent","ambiv.pgrank","ambiv.closeness","rej.n","rej.avglinks","rej.coeff","rej.betweenness","rej.eigencent","rej.pgrank","rej.closeness","aa.n","aa.avglinks","aa.coeff","aa.betweenness","aa.eigencent","aa.pgrank","aa.closeness","as.n","as.avglinks","as.coeff","as.betweenness","as.eigencent","as.pgrank","as.closeness","believers.n","misinfo.avgexpose.n"
"59",59,59,125,1,"""scale-free""",25,1,25,50,500,"count turtles",59,125,124,1,32,2.28125,0,382.1875,0.125434641169425,0.00896864891968053,0.209048602197575,10,1.5,0,72.7,0.0800265326798326,0.00632691616147887,0.204796240554127,7,1.57142857142857,0,87.2857142857143,0.0331743492162593,0.00681672509759124,0.184871497359807,76,1.96052631578947,0,234.578947368421,0.09967394273669,0.00792127627989862,0.207131001669582,69,0.952
"60",60,60,125,1,"""scale-free""",25,1,25,50,500,"count turtles",60,125,124,2,35,2.14285714285714,0,424.857142857143,0.0671405699418802,0.00847893174909686,0.167796358661905,5,2.2,0,1105,0.0662488956502244,0.00837334956233741,0.171340876467026,6,2.33333333333333,0,257.5,0.128382462440845,0.0094603315672511,0.154670029523842,79,1.87341772151899,0,247.645569620253,0.0792188008663265,0.00765327407046096,0.15916761623185,26,0.336
"61",61,61,125,1,"""scale-free""",25,1,25,75,500,"count turtles",61,125,124,2,35,1.48571428571429,0,120.8,0.080993758364382,0.00626438853433408,0.17914512963794,7,1.71428571428571,0,137.857142857143,0.0446623918418472,0.00715579961781242,0.166747849711879,6,1.83333333333333,0,122.333333333333,0.0663264806974965,0.0076983518906806,0.161984670927263,77,2.24675324675325,0,414.350649350649,0.0874845606160639,0.00888916483934462,0.177578095249351,40,0.936
"62",62,62,125,1,"""scale-free""",25,1,25,75,500,"count turtles",62,125,124,1,32,1.75,0,248.59375,0.0924682132151515,0.00707071716709548,0.193512575666575,7,1.85714285714286,0,138.857142857143,0.0413800507924125,0.00777568059090656,0.187907190228852,6,2,0,222,0.105973190622657,0.00802454271847193,0.211611303919458,80,2.0875,0,288.4875,0.0779201354534463,0.00838950037757209,0.197936821260312,35,0.936
"63",63,63,125,1,"""scale-free""",25,1,25,75,500,"count turtles",63,125,124,4,36,1.52777777777778,0,91.3333333333333,0.0255950398249728,0.00659921341165211,0.169028785620989,5,3,0,445.4,0.141367112350415,0.0114629920917206,0.220117197194378,7,1.42857142857143,0,135.428571428571,0.0486955789501828,0.00611028373192625,0.16685070262828,77,2.18181818181818,0,380.480519480519,0.100738319197392,0.00860183598179788,0.192725842387211,46,0.848
"64",64,64,125,1,"""scale-free""",25,1,25,75,500,"count turtles",64,125,124,1,36,2.55555555555556,0,594.944444444444,0.126855718017386,0.00993408748820102,0.162500091459312,5,2.4,0,242.6,0.119987011761461,0.00948075468065708,0.175281346071053,7,1.14285714285714,0,34.8571428571429,0.0977177817028398,0.00494306633220269,0.1663006202883,77,1.76623376623377,0,240.948051948052,0.091518719566887,0.00727750146358518,0.162699290427779,24,0.92
"65",65,65,125,1,"""scale-free""",25,1,25,75,500,"count turtles",65,125,124,9,32,2.15625,0,438.28125,0.0782506552686162,0.00849410668242968,0.188842828317429,6,1.5,0,81.3333333333333,0.14221809845809,0.00620429943582562,0.199375836148451,9,1.66666666666667,0,161.666666666667,0.0587619157346008,0.0070085291130387,0.176214763991628,78,1.98717948717949,0,254.74358974359,0.0819447141020693,0.00804982086576857,0.181708043435259,36,0.968
"66",66,66,125,1,"""scale-free""",25,1,25,75,500,"count turtles",66,125,124,1,31,1.45161290322581,0,85.4838709677419,0.0835532790314754,0.00618597197144673,0.177229809885915,6,2.83333333333333,0,397.666666666667,0.133625007767203,0.0111766777986386,0.192929568791082,9,2.22222222222222,0,201.888888888889,0.0641498866289086,0.0091458890300398,0.172038557289659,79,2.10126582278481,0,361.835443037975,0.123288973331134,0.00834002279522736,0.191741267799165,28,0.84
"67",67,67,125,1,"""scale-free""",25,1,25,75,500,"count turtles",67,125,124,2,34,1.67647058823529,0,151.882352941176,0.07492699802744,0.00695358029032868,0.184912051372985,6,1.16666666666667,0,20.5,0.0129031611882167,0.00520500995274777,0.160827011933283,7,2.71428571428571,0,403.428571428571,0.0601282473799601,0.0107439375218915,0.176299814829208,78,2.11538461538462,0,359.602564102564,0.0969638417027396,0.00842488009947561,0.184716461513462,33,0.992
"68",68,68,125,1,"""scale-free""",25,1,25,75,500,"count turtles",68,125,124,1,34,2.02941176470588,0,243.205882352941,0.0909849335844092,0.0081855042415986,0.184926836839751,5,2.2,0,571.8,0.0870765155597166,0.0083725551049423,0.187093076414879,10,2.2,0,170.4,0.0609502786662093,0.00913557232245659,0.171272993424102,76,1.92105263157895,0,312.026315789474,0.102959056568741,0.00774308364521539,0.181467055852553,34,0.84
"69",69,69,125,1,"""scale-free""",25,1,25,75,500,"count turtles",69,125,124,1,33,1.60606060606061,0,207.212121212121,0.0582624153959963,0.00671935277100587,0.175433466369669,7,2.71428571428571,0,654,0.042541548434801,0.0104090557020261,0.174436350711812,7,1.14285714285714,0,17.5714285714286,0.0342575174958901,0.00508336593587078,0.17065341975147,78,2.15384615384615,0,333.807692307692,0.0895312515002674,0.00858736419348112,0.179845619106435,24,0.696
"70",70,70,125,1,"""scale-free""",25,1,25,75,500,"count turtles",70,125,124,1,32,2.25,0,389.90625,0.0714253900320468,0.00899083381242555,0.171629939639485,8,2.5,0,571.5,0.0919733764039905,0.00975237957317622,0.175117932213369,8,1.125,0,15.375,0.0710512938580756,0.00483624567663722,0.17640578674264,77,1.90909090909091,0,291.61038961039,0.0716646242951022,0.00773486124680357,0.16913553103636,25,0.616
"71",71,71,125,1,"""scale-free""",25,1,25,75,500,"count turtles",71,125,124,2,33,1.42424242424242,0,59.5151515151515,0.0555985926704354,0.00616283132747883,0.182078229015832,10,1.9,0,248,0.0756216638344436,0.00767296644658929,0.186809551376737,6,1.33333333333333,0,60.8333333333333,0.0568038787999427,0.0057069139301881,0.187111070468489,76,2.28947368421053,0,391.513157894737,0.0995231262105497,0.00902178181771285,0.194496905926141,2,0.032
"72",72,72,125,1,"""scale-free""",25,1,25,75,500,"count turtles",72,125,124,1,34,2.32352941176471,0,562.058823529412,0.146109769633028,0.00899243339241293,0.194222237962446,4,1.25,0,61,0.0686594403334707,0.00539147693182487,0.16478183148601,9,1.66666666666667,0,145.111111111111,0.0937644861695924,0.00692875231266035,0.180243164384864,78,1.91025641025641,0,195.410256410256,0.0758665364115317,0.00782477674508612,0.180638245303761,47,0.984
"73",73,73,125,1,"""scale-free""",25,1,25,75,500,"count turtles",73,125,124,1,34,1.85294117647059,0,210.5,0.0575644560043195,0.00758021868685378,0.176677386226355,8,1.875,0,557.25,0.0750415706584888,0.00730814721006207,0.191894344315434,4,2.25,0,239.25,0.0427418967838579,0.00886068939321943,0.195659096314842,79,2.0379746835443,0,308.481012658228,0.0687046600644938,0.00820714720751388,0.180587230131729,25,0.64
"74",74,74,125,1,"""scale-free""",25,1,25,75,500,"count turtles",74,125,124,1,33,1.90909090909091,0,320.484848484848,0.095862711391049,0.00775452880544884,0.154889997771147,6,1.33333333333333,0,80.6666666666667,0.045378405883706,0.00571046295404091,0.149320937740736,5,1.2,0,24.6,0.0606165748005675,0.00532058781012352,0.147620242561348,81,2.11111111111111,0,403.592592592593,0.122092081631912,0.0084349979338929,0.156061025889998,44,0.968
"75",75,75,125,1,"""scale-free""",25,1,25,75,500,"count turtles",75,125,124,2,34,1.52941176470588,0,101.117647058824,0.0352766611646083,0.00645428581582537,0.198031011577578,8,1.75,0,177.25,0.0635598575155203,0.00722410452755808,0.198625733713968,8,2,0,194.125,0.0561412561216205,0.00829515119816346,0.208293835454848,75,2.21333333333333,0,324.573333333333,0.0803781579270314,0.00875200315274887,0.213819802414805,35,0.904
"76",76,76,125,1,"""scale-free""",25,1,25,75,500,"count turtles",76,125,124,1,35,1.71428571428571,0,124.628571428571,0.0775161259524805,0.00719952004901715,0.172602583810384,6,1.16666666666667,0,20.5,0.205080451749865,0.00478311626622286,0.209859131409113,6,1.66666666666667,0,179.333333333333,0.052915042095482,0.00710843292223991,0.156699267648143,78,2.19230769230769,0,408.833333333333,0.13585815201265,0.00867522439940542,0.178819891596205,43,0.992
"77",77,77,125,1,"""scale-free""",25,1,25,75,500,"count turtles",77,125,124,1,35,1.94285714285714,0,338.428571428571,0.077404541245919,0.00779994772287645,0.191530273803773,5,1.4,0,73,0.0315107378943145,0.0060015351789817,0.177081952929121,6,2,0,310.666666666667,0.0522286524169155,0.00788067583948865,0.202089396798806,79,2.0379746835443,0,256.354430379747,0.0770149478901334,0.00822417846541118,0.191597416315206,37,0.976
"78",78,78,125,1,"""scale-free""",25,1,25,75,500,"count turtles",78,125,124,4,34,1.94117647058824,0,308.676470588235,0.113931929990575,0.00793428481355586,0.145033461958666,6,1.83333333333333,0,725,0.112799032344151,0.00723291569115026,0.157417208554023,7,2.14285714285714,0,391.714285714286,0.100402022062796,0.00858958215157363,0.14091323142787,78,2,0,363.064102564103,0.126277271184865,0.00803474034783569,0.150571945748816,14,0.328
"79",79,79,125,1,"""scale-free""",25,1,25,75,500,"count turtles",79,125,124,1,33,2.33333333333333,0,343.393939393939,0.0812352460140458,0.0091930834218019,0.205670131238736,7,1.57142857142857,0,87.2857142857143,0.0577999007208166,0.00662440902065357,0.211915550735891,6,1.66666666666667,0,158.166666666667,0.0504921504993793,0.00678680822602058,0.201813757968926,79,1.89873417721519,0,230.329113924051,0.0654988269013507,0.00771565233645365,0.209852855840581,35,0.96
"80",80,80,125,1,"""scale-free""",25,1,25,75,500,"count turtles",80,125,124,5,36,2.77777777777778,0,554.222222222222,0.118955522906833,0.0106855085626246,0.207916197190508,6,1.16666666666667,0,20.5,0.0325585733862719,0.00528240157702367,0.179918966554021,4,2.25,0,387.75,0.0550012882835524,0.00904318563289337,0.186762613100672,79,1.67088607594937,0,140.101265822785,0.072373847956747,0.00692980430065569,0.196096647318252,37,0.992
"81",81,81,125,1,"""scale-free""",25,1,25,75,500,"count turtles",81,125,124,1,33,1.75757575757576,0,384.909090909091,0.0593094060115318,0.00715850632834365,0.166524988082151,7,1.14285714285714,0,17.5714285714286,0.111540619358505,0.00499619736694814,0.167971112075668,7,2.57142857142857,0,208.285714285714,0.0360193797331892,0.0104867336086118,0.165200426361272,78,2.1025641025641,0,337.192307692308,0.0718044968567069,0.00840242018379153,0.166447423721722,34,0.992
"82",82,82,125,1,"""scale-free""",25,1,25,75,500,"count turtles",82,125,124,4,31,2.35483870967742,0,504.870967741935,0.121041987848732,0.00920637058643802,0.176252278044378,8,2,0,176.75,0.0323547387409698,0.00826874340486268,0.15803623377979,8,2.125,0,403.625,0.0710347287740828,0.00865087714750853,0.171431766019805,78,1.82051282051282,0,254.769230769231,0.0726291015195802,0.00742622496668527,0.16651581141357,32,0.904
"83",83,83,125,1,"""scale-free""",25,1,25,75,500,"count turtles",83,125,124,3,36,2.11111111111111,0,360.777777777778,0.0881808519670223,0.00834354030284559,0.160022237160626,5,2.6,0,856.6,0.119113189216465,0.00997722657964542,0.177918409208432,6,1.16666666666667,0,40.6666666666667,0.0334291807574245,0.00515326841487845,0.149405740297262,78,1.94871794871795,0,316.346153846154,0.0864176888066863,0.00793367699628283,0.159850535714923,18,0.52
"84",84,84,125,1,"""scale-free""",25,1,25,75,500,"count turtles",84,125,124,4,33,1.57575757575758,0,164.878787878788,0.0499211485763568,0.00659297282194551,0.164205495299964,8,1.25,0,30.75,0.0259982867616777,0.00560206658476785,0.158690831434785,6,1.16666666666667,0,20.5,0.0202212529977417,0.00535263206340629,0.149644323198922,78,2.29487179487179,0,429.307692307692,0.0755680153492585,0.00904486630534894,0.176843366552076,35,0.984
"85",85,85,125,1,"""scale-free""",25,1,25,75,500,"count turtles",85,125,124,1,35,1.71428571428571,0,155.771428571429,0.0734715344265047,0.00709949348715196,0.202471930938138,7,4,0,998.571428571429,0.222893318831886,0.0147719005324062,0.234912321124286,6,1.33333333333333,0,40.8333333333333,0.052134882137347,0.0059901490775,0.18228926956098,77,1.97402597402597,0,253.311688311688,0.0761517081615987,0.00795030558127061,0.201002499968832,2,0.08
"86",86,86,125,1,"""scale-free""",25,1,25,75,500,"count turtles",86,125,124,1,33,2.18181818181818,0,363.030303030303,0.112644921226833,0.00866319612585282,0.196886494045732,8,1.5,0,238.625,0.0963051428446895,0.00634179277066955,0.197214150675744,6,4.66666666666667,0,1055.83333333333,0.217323241017813,0.0171108478745361,0.216661911345934,78,1.74358974358974,0,180.076923076923,0.0881808226916602,0.00718865510813184,0.188074986724956,32,0.864
"87",87,87,125,1,"""scale-free""",25,1,25,75,500,"count turtles",87,125,124,1,33,1.87878787878788,0,256.969696969697,0.0961229699276317,0.00764549052420823,0.193213146693918,9,1.44444444444444,0,166.555555555556,0.0372435278800429,0.00613324165989186,0.182300678647314,8,2,0,195.375,0.0934430462657973,0.00807626727932325,0.205694252495192,75,2.09333333333333,0,292.16,0.0790560505882958,0.00837185999370021,0.196923952503793,33,0.896
"88",88,88,125,1,"""scale-free""",25,1,25,75,500,"count turtles",88,125,124,2,34,2.32352941176471,0,386.352941176471,0.0596359375586281,0.00914156698914369,0.179169087426691,5,1.2,0,48.8,0.0173786362357731,0.00520902051345285,0.173946797612414,7,2.42857142857143,0,1365.14285714286,0.119078882511408,0.0090591409605051,0.192991101659154,79,1.84810126582278,0,175.26582278481,0.0644844336416227,0.00759148902630778,0.178963086679687,41,0.984
"89",89,89,125,1,"""scale-free""",25,1,25,75,500,"count turtles",89,125,124,2,32,2.03125,0,352.96875,0.0465710762360531,0.00828649744915239,0.172637244502877,4,1.25,0,30.75,0.0138179658520746,0.00568443987495308,0.147760348952884,7,1.85714285714286,0,249.571428571429,0.04684938875478,0.00760535477463045,0.164803660888907,82,2.01219512195122,0,311.865853658537,0.0687185254803926,0.00803483949640119,0.173479689318153,43,0.992
"90",90,90,125,1,"""scale-free""",25,1,25,75,500,"count turtles",90,125,124,1,36,2,0,278.333333333333,0.0685902171256007,0.00815818377318334,0.18268823279659,5,1.6,0,73.2,0.0181636504264639,0.00694273664297792,0.163668698742264,5,1.4,0,73.4,0.00584422596951727,0.00614324349179969,0.159661262020454,79,2.0379746835443,0,320.974683544304,0.0765652246227741,0.00811234789229761,0.186152989855628,42,0.976
"91",91,91,125,1,"""scale-free""",25,1,50,25,23,"count turtles",91,125,124,6,36,2.19444444444444,0,384.833333333333,0.0883192246867596,0.0086763753052478,0.189762632044767,5,1,0,0,0.0212606295150361,0.0046886926978502,0.157606409020682,7,1,0,0,0.0618131766681239,0.00437553427108168,0.184949302457207,77,2.03896103896104,0,284.805194805195,0.0679750357411218,0.00822828942369164,0.184225950593457,35,1
"92",92,92,125,1,"""scale-free""",25,1,50,25,500,"count turtles",92,125,124,2,32,2.03125,0,496.6875,0.176666827788892,0.00798850275973872,0.168947314986312,8,1.875,0,122.5,0.127371609918772,0.00782719521107453,0.160332864923872,8,2,0,760.75,0.194437155654649,0.00782418322939489,0.160558895788414,77,1.97402597402597,0,244.051948051948,0.137397977362026,0.00804099849564422,0.159213901427443,39,0.936
"93",93,93,125,1,"""scale-free""",25,1,50,25,500,"count turtles",93,125,124,1,35,2.25714285714286,0,377,0.150457259629739,0.00884106666337817,0.201815867169359,4,2.25,0,300.25,0.11294796017385,0.00896832026770024,0.201313612924851,7,1.57142857142857,0,472.428571428571,0.160129706642168,0.00629464808179357,0.209059253380916,79,1.88607594936709,0,195.73417721519,0.113021055372452,0.00772945378656212,0.191942055504156,38,0.92
"94",94,94,125,1,"""scale-free""",25,1,50,25,500,"count turtles",94,125,124,1,33,2.15151515151515,0,236.121212121212,0.0769715052043219,0.00867573971676117,0.202606768692073,7,1.71428571428571,0,155.285714285714,0.174662063085299,0.00691323362989945,0.222344003511277,7,1.85714285714286,0,267.428571428571,0.10715386107996,0.00728179121547002,0.22316766018985,78,1.94871794871795,0,273.371794871795,0.0720913271204903,0.00787609506960634,0.197739386950617,30,0.928
"95",95,95,125,1,"""scale-free""",25,1,50,25,500,"count turtles",95,125,124,3,34,1.73529411764706,0,120.735294117647,0.071598367981508,0.00723501041142568,0.208230470794846,6,1.66666666666667,0,158.333333333333,0.0971245915615626,0.00675488010784632,0.215594843339865,7,1.42857142857143,0,52.5714285714286,0.0897167822834079,0.0060594660778374,0.222884601432221,78,2.16666666666667,0,320.397435897436,0.094324765513681,0.00860338593358444,0.212163445015296,38,0.936
"96",96,96,125,1,"""scale-free""",25,1,50,25,500,"count turtles",96,125,124,2,32,1.96875,0,377.1875,0.102590373972437,0.00788425288262723,0.175084735152082,5,1.4,0,49.2,0.0776338797790296,0.00608235967105762,0.170176406133727,6,1.66666666666667,0,120.833333333333,0.0856392244480812,0.00679539162695685,0.177168583295827,82,2.04878048780488,0,304.719512195122,0.101649180819534,0.00825024097120609,0.175658634309495,42,0.984
"97",97,97,125,1,"""scale-free""",25,1,50,25,500,"count turtles",97,125,124,1,32,1.40625,0,96.5,0.0587428597874733,0.00596972355992251,0.182501772557219,6,2,0,182.333333333333,0.0643224009922861,0.00822104959433308,0.184915976652743,6,2.16666666666667,0,655.666666666667,0.163049447346215,0.00842967749213253,0.210922065820664,81,2.19753086419753,0,327.20987654321,0.0949258189021039,0.00875388251313192,0.191052485151562,32,0.928
"98",98,98,125,1,"""scale-free""",25,1,50,25,500,"count turtles",98,125,124,1,34,2.11764705882353,0,252.088235294118,0.0870224747968743,0.00848790332508706,0.203088086895924,6,2.16666666666667,0,297.333333333333,0.0709913425894701,0.00883462179637452,0.19065184518519,5,2.6,0,1066,0.102514008761883,0.00970438225474161,0.221143654105658,80,1.875,0,199.5625,0.0635652033969934,0.00762352056118856,0.203743443211979,2,0.04
"99",99,99,125,1,"""scale-free""",25,1,50,25,500,"count turtles",99,125,124,1,32,2.34375,0,386.09375,0.107052807306836,0.0091953221924187,0.215838129679176,8,2.75,0,404.25,0.0844086506033415,0.0106535642733286,0.218053098790509,4,1.5,0,150.75,0.0132610366204885,0.00644282434307478,0.173941570948934,81,1.79012345679012,0,180.888888888889,0.0654266998609761,0.00734259108992189,0.208746610407598,31,0.776
"100",100,100,125,1,"""scale-free""",25,1,50,25,500,"count turtles",100,125,124,2,33,1.96969696969697,0,250.030303030303,0.0813816252017841,0.00801911981281449,0.195773381776802,5,2.2,0,280,0.097030355170108,0.00884374640397573,0.198423033003042,5,1.8,0,167.2,0.124945145194095,0.00727892614615741,0.210109275491955,82,1.98780487804878,0,275.060975609756,0.101726131173274,0.0079848254076397,0.198068056437403,33,0.904
"101",101,101,125,1,"""scale-free""",25,1,50,25,500,"count turtles",101,125,124,1,35,2.05714285714286,0,412.8,0.0849827379333667,0.00821413666500301,0.153035680655145,5,1.4,0,49,0.0465139245644338,0.006041314505426,0.157528468498538,4,3,0,1119,0.0893120299070808,0.0115999824580025,0.178253667240272,81,1.93827160493827,0,288.234567901235,0.0819329508732146,0.00785060141192289,0.161126177856037,38,0.984
"102",102,102,125,1,"""scale-free""",25,1,50,25,500,"count turtles",102,125,124,4,34,2.11764705882353,0,339.5,0.0709160814373355,0.00845995374981695,0.168531686459317,7,1.14285714285714,0,17.5714285714286,0.0587282006924776,0.0051050343478737,0.160479366894822,7,1.57142857142857,0,120.285714285714,0.0261581521925085,0.00663980715062012,0.150676567186455,77,2.03896103896104,0,355.116883116883,0.100601567026408,0.00818373613008788,0.172347359465058,36,0.992
"103",103,103,125,1,"""scale-free""",25,1,50,25,500,"count turtles",103,125,124,2,33,2.81818181818182,0,605.181818181818,0.125789535662739,0.0108035918756154,0.196834611493567,6,2.83333333333333,0,607.166666666667,0.0864749941796871,0.010892639843676,0.207850772780161,7,2,0,388.428571428571,0.0738382542566854,0.00796434874198254,0.179623071534592,79,1.56962025316456,0,113.227848101266,0.0549983629455081,0.00661234414998428,0.183569695899549,6,0.168
"104",104,104,125,1,"""scale-free""",25,1,50,25,26,"count turtles",104,125,124,6,33,1.57575757575758,0,181.393939393939,0.0770832212175313,0.00656463999631614,0.174814543660873,5,1,0,0,0.0919859472424163,0.00442707661446222,0.181109268645686,9,1.55555555555556,0,108.111111111111,0.114534801557221,0.0065326022698977,0.187424175991681,78,2.26923076923077,0,368.705128205128,0.113087346199019,0.00900561636692534,0.18969953030709,44,1
